source_event_id,financial_year,event_date,policy_id,product_code,product_name,region,distribution_channel,policy_status,written_premium_inr,premium_collected_inr,claim_flag,claim_amount_inr,claim_status,ceded_reinsurance_inr,commission_inr,insurance_revenue_inr
EVT00000709,2022,2022-07-13,POL00244,Motor,Private Motor,South,Bancassurance,Active,154658.32,149706.96,False,0,,43289.05,19809.93,146399.25
EVT00000710,2022,2022-06-10,POL00368,Travel,Travel,Central,Bancassurance,Expired,55392.78,43146.68,True,11620.41,Closed,15143.57,3605.73,50139.36
EVT00000711,2022,2022-03-06,POL00195,SME,SME Package,North,Direct,Active,121547.84,116902.24,False,0,,17732.97,11845.21,115700.82
EVT00000712,2022,2022-12-15,POL00267,SME,SME Package,Central,Broker,Active,9947.97,9580.8,False,0,,2933.1,881.26,8782.42
EVT00000713,2022,2022-03-05,POL00234,Health,Retail Health,Central,Direct,Active,149054.35,141649.77,False,0,,34232.43,13438.13,148838.26
EVT00000714,2022,2022-04-26,POL00141,SME,SME Package,West,Broker,Active,157277.78,132770.31,False,0,,23582.76,24790.91,138654.83
EVT00000715,2022,2022-08-05,POL00359,Motor,Private Motor,South,Bancassurance,Expired,71409.58,68107.1,False,0,,6980.86,3770.68,64900.09
EVT00000716,2022,2022-03-09,POL00348,Travel,Travel,East,Bancassurance,Active,119903.02,98411.6,False,0,,13012.79,19341.89,108999.74
EVT00000717,2022,2022-04-11,POL00166,SME,SME Package,North,Direct,Active,42703.23,33496.0,False,0,,5864.2,2939.13,37695.02
EVT00000718,2022,2022-02-19,POL00377,Motor,Private Motor,East,Agent,Active,217558.65,171197.2,False,0,,38754.44,34682.29,215143.27
EVT00000719,2022,2022-03-02,POL00183,Travel,Travel,South,Agent,Active,117272.26,97877.94,False,0,,11090.5,16879.18,103991.19
EVT00000720,2022,2022-08-26,POL00124,Travel,Travel,West,Direct,Active,210365.74,192105.83,False,0,,54177.27,32268.48,199590.35
EVT00000721,2022,2022-10-21,POL00333,Travel,Travel,East,Bancassurance,Active,33440.08,25770.91,False,0,,8381.34,3887.99,28539.57
EVT00000722,2022,2022-02-02,POL00294,Travel,Travel,East,Agent,Expired,46392.48,40410.07,False,0,,8355.14,5765.89,40125.61
EVT00000723,2022,2022-10-27,POL00366,SME,SME Package,South,Bancassurance,Expired,12186.23,10833.74,False,0,,3578.59,1383.3,11306.81
EVT00000724,2022,2022-04-16,POL00276,Motor,Private Motor,South,Agent,Active,135009.75,107330.64,False,0,,39173.6,8910.09,117367.0
EVT00000725,2022,2022-12-03,POL00335,Health,Retail Health,North,Direct,Expired,15421.12,15343.74,False,0,,2453.01,1862.49,14086.54
EVT00000726,2022,2022-09-25,POL00001,Health,Retail Health,East,Agent,Expired,118121.93,111707.96,False,0,,21672.55,14767.52,112719.65
EVT00000727,2022,2022-07-03,POL00181,SME,SME Package,Central,Broker,Active,148474.8,113016.63,True,40436.25,Closed,50069.69,19046.16,131015.05
EVT00000728,2022,2022-08-06,POL00143,Health,Retail Health,Central,Bancassurance,Active,62053.08,52462.5,False,0,,10550.13,3774.26,55111.01
EVT00000729,2022,2022-09-19,POL00356,Health,Retail Health,Central,Broker,Active,163327.08,163137.59,False,0,,17604.74,16067.87,154931.69
EVT00000730,2022,2022-12-17,POL00310,Health,Retail Health,West,Broker,Active,175010.22,147837.34,False,0,,21744.9,14896.22,162710.59
EVT00000731,2022,2022-04-24,POL00281,Travel,Travel,North,Direct,Active,84917.73,70768.68,True,133199.64,Closed,11217.13,5327.15,84656.42
EVT00000732,2022,2022-05-25,POL00194,Motor,Private Motor,North,Broker,Active,193608.53,173706.88,False,0,,15229.67,18461.93,181183.45
EVT00000733,2022,2022-09-30,POL00283,Property,Commercial Property,Central,Agent,Expired,44198.45,43607.41,False,0,,6786.75,6469.27,43986.3
EVT00000734,2022,2022-05-17,POL00283,SME,SME Package,West,Bancassurance,Active,62920.94,57992.0,False,0,,15558.39,4313.05,58839.52
EVT00000735,2022,2022-04-28,POL00028,Property,Commercial Property,South,Bancassurance,Expired,46818.16,46657.18,False,0,,9394.94,4019.67,42799.51
EVT00000736,2022,2022-10-11,POL00157,Motor,Private Motor,East,Bancassurance,Expired,187192.07,170095.66,True,83159.24,Open,18631.96,10756.71,179987.31
EVT00000737,2022,2022-01-04,POL00253,Motor,Private Motor,West,Broker,Active,117182.44,117122.51,False,0,,30392.98,12035.96,110437.77
EVT00000738,2022,2022-11-07,POL00366,Travel,Travel,Central,Direct,Active,164664.43,162641.87,False,0,,51721.03,19538.17,155011.64
EVT00000739,2022,2022-02-27,POL00230,Health,Retail Health,Central,Broker,Active,85814.8,67221.28,False,0,,5601.3,9818.59,75137.09
EVT00000740,2022,2022-11-26,POL00174,Health,Retail Health,Central,Agent,Active,110422.43,90125.43,True,126559.34,Repudiated,12724.97,9896.78,109314.53
EVT00000741,2022,2022-07-25,POL00264,Motor,Private Motor,West,Bancassurance,Active,9248.91,8001.13,False,0,,759.79,882.94,8863.83
EVT00000742,2022,2022-08-29,POL00182,Motor,Private Motor,North,Bancassurance,Active,25965.68,22812.92,True,8416.66,Repudiated,1352.11,3895.58,23045.07
EVT00000743,2022,2022-07-03,POL00203,Property,Commercial Property,East,Direct,Active,46622.59,44426.01,True,38489.54,Repudiated,4594.67,4475.11,42664.05
EVT00000744,2022,2022-12-07,POL00364,Health,Retail Health,North,Broker,Active,36340.23,31080.49,False,0,,2161.59,4964.32,36058.82
EVT00000745,2022,2022-07-19,POL00137,Motor,Private Motor,West,Bancassurance,Active,177561.86,164880.43,False,0,,49596.19,29231.95,164294.22
EVT00000746,2022,2022-11-02,POL00068,Motor,Private Motor,North,Agent,Active,80953.56,60991.4,False,0,,5311.52,12780.84,74027.96
EVT00000747,2022,2022-12-25,POL00378,Motor,Private Motor,West,Bancassurance,Active,111017.0,104380.96,True,33015.83,Closed,13859.37,16616.42,108755.03
EVT00000748,2022,2022-11-21,POL00127,Travel,Travel,South,Bancassurance,Expired,179709.92,166283.12,False,0,,18753.89,32173.78,168690.01
EVT00000749,2022,2022-06-06,POL00077,Health,Retail Health,North,Broker,Active,66058.67,52717.75,True,5047.05,Closed,5105.06,3740.52,60185.7
EVT00000750,2022,2022-06-13,POL00359,Health,Retail Health,South,Direct,Active,21006.14,17997.39,True,6831.13,Settled,2818.33,2008.88,19172.54
EVT00000751,2022,2022-09-09,POL00025,Health,Retail Health,North,Agent,Active,165888.0,133207.13,False,0,,53506.28,10467.37,145604.21
EVT00000752,2022,2022-10-29,POL00187,Property,Commercial Property,East,Agent,Active,10896.26,9675.25,False,0,,1627.5,1594.86,9852.48
EVT00000753,2022,2022-10-28,POL00271,SME,SME Package,East,Broker,Active,52527.06,44438.54,False,0,,4682.56,7697.12,45596.28
EVT00000754,2022,2022-03-20,POL00336,Health,Retail Health,South,Bancassurance,Expired,23874.48,21168.18,False,0,,6388.93,4265.27,21016.7
EVT00000755,2022,2022-08-18,POL00023,Health,Retail Health,South,Bancassurance,Active,61535.41,59644.36,False,0,,19817.14,10877.39,60565.42
EVT00000756,2022,2022-05-29,POL00323,Motor,Private Motor,West,Agent,Active,119037.71,117622.48,False,0,,11913.36,10194.31,118457.17
EVT00000757,2022,2022-07-16,POL00024,SME,SME Package,North,Broker,Expired,92268.69,84995.48,False,0,,31506.21,6598.81,88818.69
EVT00000758,2022,2022-09-15,POL00288,Travel,Travel,West,Direct,Active,8763.32,7825.42,False,0,,461.46,1496.09,8122.89
EVT00000759,2022,2022-05-23,POL00363,SME,SME Package,East,Direct,Expired,70829.1,57876.49,True,30877.51,Closed,9742.75,9430.89,70213.38
EVT00000760,2022,2022-12-28,POL00069,Property,Commercial Property,North,Broker,Cancelled,52514.15,40910.95,False,0,,12593.15,9262.89,47193.64
EVT00000761,2022,2022-05-24,POL00282,Property,Commercial Property,South,Bancassurance,Expired,70517.81,70257.97,False,0,,3746.08,6784.72,67666.88
EVT00000762,2022,2022-10-25,POL00091,Property,Commercial Property,North,Agent,Expired,153880.46,151789.85,True,174577.42,Closed,45403.06,12107.79,137002.7
EVT00000763,2022,2022-04-01,POL00323,Travel,Travel,South,Bancassurance,Active,161972.66,136406.9,False,0,,12651.25,11920.66,142172.18
EVT00000764,2022,2022-11-27,POL00097,SME,SME Package,West,Broker,Active,12462.03,9854.1,True,10659.91,Closed,882.76,739.82,11051.18
EVT00000765,2022,2022-11-26,POL00207,Motor,Private Motor,Central,Broker,Expired,179294.46,161512.64,False,0,,10079.0,28230.47,172932.53
EVT00000766,2022,2022-06-23,POL00023,Health,Retail Health,South,Agent,Active,206982.86,186265.8,False,0,,10932.6,31650.97,192774.63
EVT00000767,2022,2022-10-06,POL00363,Motor,Private Motor,South,Broker,Active,127324.46,109636.74,True,78037.98,Closed,15679.07,15362.77,113333.86
EVT00000768,2022,2022-07-17,POL00064,Motor,Private Motor,North,Agent,Active,29744.01,28899.7,False,0,,1498.0,2354.56,26293.74
EVT00000769,2022,2022-04-25,POL00076,Property,Commercial Property,East,Broker,Expired,153096.5,141107.75,False,0,,49065.04,17443.31,152884.49
EVT00000770,2022,2022-09-29,POL00053,Property,Commercial Property,East,Agent,Active,33090.41,32456.06,False,0,,10545.12,4254.96,29010.7
EVT00000771,2022,2022-12-05,POL00172,SME,SME Package,South,Bancassurance,Active,149461.96,123364.55,False,0,,23094.22,9492.32,147583.99
EVT00000772,2022,2022-02-04,POL00189,Property,Commercial Property,North,Agent,Expired,215346.48,203383.12,True,59839.76,Repudiated,57368.96,32758.72,198498.81
EVT00000773,2022,2022-07-31,POL00058,SME,SME Package,West,Direct,Active,76487.32,59804.21,False,0,,11915.4,8738.43,70536.09
EVT00000774,2022,2022-08-04,POL00309,Property,Commercial Property,South,Broker,Active,124459.92,110108.05,False,0,,26244.09,9946.2,107351.99
EVT00000775,2022,2022-03-13,POL00270,SME,SME Package,South,Agent,Active,8607.61,8594.49,True,9976.16,Closed,2808.42,497.05,7767.53
EVT00000776,2022,2022-07-10,POL00151,Travel,Travel,South,Bancassurance,Active,183498.22,140186.48,True,317876.53,Closed,29953.93,9803.41,182532.46
EVT00000777,2022,2022-03-18,POL00028,Motor,Private Motor,Central,Agent,Active,133912.24,105729.51,True,36629.98,Closed,9791.61,16604.29,130170.29
EVT00000778,2022,2022-05-27,POL00392,Health,Retail Health,West,Broker,Expired,156095.55,128759.62,False,0,,23601.82,23661.21,148959.96
EVT00000779,2022,2022-12-31,POL00057,Health,Retail Health,North,Agent,Active,44799.0,35395.12,False,0,,7933.29,7762.39,41131.95
EVT00000780,2022,2022-04-19,POL00133,SME,SME Package,Central,Direct,Expired,97818.1,77198.06,False,0,,20194.58,17326.56,84981.43
EVT00000781,2022,2022-12-01,POL00206,SME,SME Package,North,Broker,Active,182371.05,181276.25,False,0,,13342.77,25534.77,168075.43
EVT00000782,2022,2022-05-25,POL00329,Travel,Travel,West,Broker,Active,86753.37,74265.7,True,18989.5,Settled,20036.3,13885.68,74105.36
EVT00000783,2022,2022-01-23,POL00084,SME,SME Package,North,Agent,Active,10327.13,10093.96,True,6144.67,Open,1260.95,630.52,9661.22
EVT00000784,2022,2022-07-20,POL00289,Travel,Travel,North,Agent,Active,208023.94,156458.9,False,0,,28025.12,21168.04,182901.42
EVT00000785,2022,2022-09-02,POL00372,Property,Commercial Property,South,Agent,Active,198060.37,173480.01,False,0,,55955.63,10512.86,192001.78
EVT00000786,2022,2022-03-24,POL00301,Motor,Private Motor,East,Broker,Active,106178.52,103131.3,True,138158.16,Closed,31029.91,14339.26,102496.66
EVT00000787,2022,2022-12-16,POL00257,SME,SME Package,Central,Direct,Active,35813.89,29464.46,False,0,,11891.73,1976.99,34270.83
EVT00000788,2022,2022-02-14,POL00199,Health,Retail Health,South,Agent,Cancelled,128182.98,128003.67,True,6402.68,Settled,27449.21,22555.48,123980.74
EVT00000789,2022,2022-08-24,POL00256,Motor,Private Motor,West,Direct,Active,70668.93,54205.93,False,0,,11025.1,4186.95,67601.78
EVT00000790,2022,2022-11-14,POL00133,Travel,Travel,East,Bancassurance,Active,37774.82,29501.82,False,0,,2337.42,6107.07,34380.41
EVT00000791,2022,2022-11-14,POL00349,Health,Retail Health,West,Direct,Active,140421.97,116327.15,True,106199.2,Repudiated,18093.12,23003.89,133735.54
EVT00000792,2022,2022-12-09,POL00330,Motor,Private Motor,South,Agent,Active,30323.18,25591.41,False,0,,9283.4,2395.43,29750.79
EVT00000793,2022,2022-06-12,POL00048,Property,Commercial Property,West,Bancassurance,Active,198826.82,172226.43,True,262699.48,Repudiated,55763.96,15097.16,178806.57
EVT00000794,2022,2022-11-04,POL00176,SME,SME Package,West,Broker,Expired,108958.53,89301.73,True,33077.56,Repudiated,10204.42,8471.65,101901.39
EVT00000795,2022,2022-02-05,POL00397,Travel,Travel,North,Direct,Expired,215454.89,173086.81,True,11828.8,Repudiated,28214.77,28577.8,185838.18
EVT00000796,2022,2022-06-25,POL00141,Travel,Travel,North,Direct,Expired,103701.24,88657.35,True,167023.85,Closed,31023.75,6431.28,102171.26
EVT00000797,2022,2022-12-21,POL00386,Property,Commercial Property,South,Broker,Active,96849.43,84150.03,False,0,,9511.27,13614.1,87474.78
EVT00000798,2022,2022-06-12,POL00293,Travel,Travel,North,Broker,Active,149608.05,135264.84,False,0,,51750.98,25742.46,143836.99
EVT00000799,2022,2022-03-06,POL00008,Health,Retail Health,West,Broker,Active,75078.46,71174.7,False,0,,9673.17,10803.58,74946.01
EVT00000800,2022,2022-04-18,POL00325,Travel,Travel,Central,Agent,Active,166090.0,132359.49,False,0,,46889.75,21279.89,146561.24
EVT00000801,2022,2022-08-22,POL00098,SME,SME Package,North,Direct,Expired,11432.55,11137.18,False,0,,3547.83,1610.97,10830.47
EVT00000802,2022,2022-10-11,POL00212,Travel,Travel,East,Direct,Expired,98280.03,97642.93,False,0,,32226.48,10776.12,89038.58
EVT00000803,2022,2022-02-20,POL00305,Health,Retail Health,Central,Bancassurance,Active,187159.42,172586.75,False,0,,25261.75,24452.18,185057.68
EVT00000804,2022,2022-10-25,POL00045,Motor,Private Motor,North,Agent,Active,95191.29,83206.82,False,0,,31238.8,5993.36,87253.81
EVT00000805,2022,2022-11-27,POL00017,Property,Commercial Property,West,Broker,Active,104381.53,88230.57,True,89818.06,Open,16198.35,15989.96,95988.43
EVT00000806,2022,2022-12-11,POL00361,Travel,Travel,North,Direct,Expired,115602.89,94436.27,False,0,,16440.93,19345.85,114030.77
EVT00000807,2022,2022-10-20,POL00124,Motor,Private Motor,West,Agent,Active,40515.57,34178.99,False,0,,11993.03,5185.71,36474.69
EVT00000808,2022,2022-03-30,POL00221,Health,Retail Health,Central,Bancassurance,Active,144620.08,138421.3,False,0,,32301.77,9653.85,136729.76
EVT00000809,2022,2022-11-18,POL00207,Property,Commercial Property,Central,Broker,Active,29110.52,27663.52,False,0,,6970.0,4423.53,28425.1
EVT00000810,2022,2022-02-10,POL00134,SME,SME Package,South,Direct,Active,27772.27,23866.25,False,0,,6331.7,1489.05,26554.08
EVT00000811,2022,2022-07-13,POL00293,Travel,Travel,North,Broker,Cancelled,142506.19,134582.48,True,168421.78,Closed,19819.3,17044.34,126372.8
EVT00000812,2022,2022-03-04,POL00395,Property,Commercial Property,North,Direct,Active,38479.14,29081.96,False,0,,11931.68,2478.87,38058.94
EVT00000813,2022,2022-01-12,POL00055,Health,Retail Health,East,Direct,Expired,27668.75,24170.35,False,0,,8341.98,2789.12,25556.39
EVT00000814,2022,2022-04-02,POL00212,Motor,Private Motor,West,Agent,Active,97020.31,94345.3,False,0,,17974.33,6882.96,86815.06
EVT00000815,2022,2022-05-11,POL00338,SME,SME Package,Central,Agent,Active,80675.82,67501.13,False,0,,18555.27,4086.38,74888.32
EVT00000816,2022,2022-12-21,POL00063,Health,Retail Health,Central,Agent,Active,117814.92,110774.33,True,79286.54,Closed,6933.32,8013.0,101617.3
EVT00000817,2022,2022-07-24,POL00065,Property,Commercial Property,East,Bancassurance,Active,27497.61,25490.86,False,0,,5227.66,4266.85,25171.57
EVT00000818,2022,2022-04-16,POL00099,Property,Commercial Property,South,Broker,Active,196110.76,160863.91,False,0,,44143.45,29345.69,175859.93
EVT00000819,2022,2022-07-11,POL00370,Travel,Travel,West,Bancassurance,Active,166380.81,158722.81,False,0,,38631.74,17604.87,155577.92
EVT00000820,2022,2022-09-29,POL00324,Motor,Private Motor,West,Broker,Expired,211116.66,171693.98,False,0,,48802.7,34632.16,209545.26
EVT00000821,2022,2022-06-10,POL00181,Travel,Travel,North,Agent,Active,76408.41,72414.09,False,0,,5485.52,10346.01,69210.33
EVT00000822,2022,2022-04-19,POL00063,Motor,Private Motor,East,Agent,Expired,53319.75,47554.14,False,0,,6387.42,3125.1,47590.12
EVT00000823,2022,2022-08-11,POL00270,Health,Retail Health,North,Direct,Expired,208609.46,198566.3,False,0,,46349.79,27956.82,198662.92
EVT00000824,2022,2022-10-23,POL00163,Property,Commercial Property,South,Broker,Active,112714.06,85854.07,True,26838.13,Repudiated,11422.66,10425.34,102279.96
EVT00000825,2022,2022-11-27,POL00011,Property,Commercial Property,North,Agent,Expired,68285.55,65582.17,False,0,,21765.94,11563.78,58443.42
EVT00000826,2022,2022-09-10,POL00009,Motor,Private Motor,West,Agent,Expired,95996.72,79221.25,False,0,,14759.24,5795.3,92751.26
EVT00000827,2022,2022-01-15,POL00314,Motor,Private Motor,West,Direct,Active,104371.33,100422.76,False,0,,9020.18,10291.83,98390.49
EVT00000828,2022,2022-07-08,POL00115,Motor,Private Motor,North,Broker,Active,76446.12,70475.66,False,0,,7725.45,5722.05,75325.53
EVT00000829,2022,2022-07-14,POL00276,Motor,Private Motor,North,Direct,Expired,17132.15,13054.71,False,0,,2212.07,2388.73,16596.67
EVT00000830,2022,2022-12-09,POL00139,Health,Retail Health,South,Bancassurance,Active,75698.53,59574.77,False,0,,23091.54,12597.15,71575.65
EVT00000831,2022,2022-06-01,POL00063,SME,SME Package,Central,Broker,Active,148189.02,147312.83,False,0,,39901.28,11759.98,131824.77
EVT00000832,2022,2022-07-17,POL00365,Motor,Private Motor,East,Broker,Active,163876.88,131342.86,True,286734.44,Open,18639.79,22478.15,150803.2
EVT00000833,2022,2022-03-20,POL00097,Travel,Travel,North,Direct,Active,133190.9,117462.54,False,0,,37046.57,12058.75,122283.0
EVT00000834,2022,2022-08-05,POL00259,Motor,Private Motor,South,Broker,Expired,89742.06,77457.09,False,0,,9952.95,9156.08,77204.73
EVT00000835,2022,2022-06-30,POL00085,Property,Commercial Property,Central,Agent,Active,193753.6,181403.07,True,312140.2,Closed,25193.2,21683.21,180119.7
EVT00000836,2022,2022-01-26,POL00136,Motor,Private Motor,Central,Agent,Active,52958.0,44973.63,False,0,,7950.15,5686.33,47951.73
EVT00000837,2022,2022-11-27,POL00333,Travel,Travel,West,Broker,Active,93370.73,83894.75,False,0,,18495.33,9931.24,88905.19
EVT00000838,2022,2022-07-21,POL00128,Motor,Private Motor,South,Agent,Active,15565.85,12710.21,True,5527.67,Closed,4899.82,2193.8,14175.57
EVT00000839,2022,2022-09-15,POL00052,Health,Retail Health,East,Bancassurance,Active,174574.26,146102.64,False,0,,39959.0,25383.92,150855.97
EVT00000840,2022,2022-01-07,POL00359,SME,SME Package,West,Direct,Expired,153842.42,121929.06,False,0,,15383.26,14335.07,141270.79
EVT00000841,2022,2022-09-08,POL00342,Travel,Travel,West,Direct,Active,214566.62,208197.08,True,294347.06,Open,48964.43,37772.39,201150.59
EVT00000842,2022,2022-02-18,POL00127,Travel,Travel,North,Agent,Expired,128260.55,127953.14,False,0,,26624.42,9202.65,111841.59
EVT00000843,2022,2022-06-04,POL00052,Property,Commercial Property,East,Bancassurance,Active,82365.58,73011.22,False,0,,10383.09,9030.36,80237.45
EVT00000844,2022,2022-05-06,POL00364,Property,Commercial Property,Central,Bancassurance,Active,153386.24,142964.24,True,270261.22,Closed,38010.66,10493.51,141832.4
EVT00000845,2022,2022-08-19,POL00296,Travel,Travel,East,Broker,Expired,49094.53,48539.94,False,0,,16674.27,8052.91,46729.17
EVT00000846,2022,2022-06-25,POL00270,Health,Retail Health,East,Direct,Expired,90897.56,77655.93,False,0,,12979.9,5030.54,84354.0
EVT00000847,2022,2022-11-16,POL00314,Motor,Private Motor,West,Bancassurance,Active,176015.42,147280.81,True,5615.72,Closed,33424.49,12238.28,175135.47
EVT00000848,2022,2022-12-05,POL00286,Health,Retail Health,East,Bancassurance,Active,177554.43,133857.95,True,92602.7,Open,11711.13,15936.72,162382.12
EVT00000849,2022,2022-05-19,POL00001,Motor,Private Motor,East,Broker,Active,68052.29,65653.63,False,0,,19099.94,4774.2,58722.36
EVT00000850,2022,2022-05-14,POL00074,Health,Retail Health,West,Agent,Active,14812.98,14564.62,True,19055.6,Repudiated,2618.48,2602.61,12809.09
EVT00000851,2022,2022-10-11,POL00155,SME,SME Package,East,Broker,Active,151931.72,126197.52,False,0,,38742.03,11537.07,132234.32
EVT00000852,2022,2022-09-15,POL00103,Property,Commercial Property,East,Agent,Active,204549.15,176994.05,True,288725.55,Repudiated,16121.07,24229.72,195164.44
EVT00000853,2022,2022-05-05,POL00351,Property,Commercial Property,West,Direct,Active,97147.2,82824.27,True,99056.89,Repudiated,7434.55,6632.83,95789.79
EVT00000854,2022,2022-09-23,POL00298,SME,SME Package,East,Broker,Active,198781.43,192708.92,True,302849.64,Closed,33968.3,10092.9,193041.05
EVT00000855,2022,2022-02-01,POL00236,Motor,Private Motor,North,Agent,Active,217068.79,168610.84,False,0,,64378.7,26809.65,206994.4
EVT00000856,2022,2022-03-21,POL00063,SME,SME Package,Central,Agent,Expired,117447.97,104588.86,False,0,,10678.47,19538.27,111099.93
EVT00000857,2022,2022-09-16,POL00155,Property,Commercial Property,North,Bancassurance,Active,50548.37,38759.76,True,80419.74,Open,6276.18,3208.25,43153.07
EVT00000858,2022,2022-11-12,POL00228,Travel,Travel,North,Agent,Active,110548.54,87997.85,True,169144.04,Settled,32778.3,15318.89,108215.64
EVT00000859,2022,2022-10-29,POL00064,Travel,Travel,South,Agent,Active,181532.62,165987.32,True,243120.42,Closed,35008.12,15921.26,172479.65
EVT00000860,2022,2022-07-19,POL00253,Property,Commercial Property,East,Bancassurance,Active,177569.3,153773.4,False,0,,16771.41,15420.99,154133.52
EVT00000861,2022,2022-03-23,POL00006,SME,SME Package,East,Agent,Active,197362.85,178607.28,True,322514.17,Closed,37572.39,28419.95,175956.01
EVT00000862,2022,2022-03-13,POL00184,SME,SME Package,Central,Broker,Active,157719.62,133692.0,True,187244.64,Settled,38922.05,19432.51,144932.07
EVT00000863,2022,2022-12-04,POL00143,Property,Commercial Property,West,Agent,Expired,144768.41,122203.46,False,0,,35857.91,18079.41,143192.15
EVT00000864,2022,2022-04-29,POL00270,Property,Commercial Property,South,Direct,Active,131113.64,117493.99,False,0,,9213.49,7058.88,125860.13
EVT00000865,2022,2022-07-16,POL00050,Motor,Private Motor,West,Bancassurance,Active,57085.33,53827.8,False,0,,16479.48,3636.69,56064.26
EVT00000866,2022,2022-07-13,POL00387,Travel,Travel,North,Agent,Active,32268.44,31032.57,True,45047.86,Open,10553.89,2960.65,30810.19
EVT00000867,2022,2022-10-26,POL00069,SME,SME Package,Central,Broker,Active,112113.84,103112.47,True,150543.84,Repudiated,32978.43,17391.93,98530.62
EVT00000868,2022,2022-11-25,POL00013,Motor,Private Motor,South,Agent,Expired,197377.69,165775.6,False,0,,42233.74,11715.44,173257.28
EVT00000869,2022,2022-08-07,POL00271,Travel,Travel,South,Broker,Active,108431.37,90868.36,False,0,,23595.66,7365.04,93258.92
EVT00000870,2022,2022-05-29,POL00321,Travel,Travel,North,Agent,Active,117656.34,91210.52,False,0,,7699.87,14150.52,100405.73
EVT00000871,2022,2022-06-09,POL00129,Travel,Travel,East,Agent,Expired,41466.96,34086.56,False,0,,5076.37,4864.44,39048.9
EVT00000872,2022,2022-01-31,POL00205,SME,SME Package,North,Agent,Active,206628.5,205850.23,False,0,,12332.09,21651.1,181848.93
EVT00000873,2022,2022-11-10,POL00072,Health,Retail Health,Central,Direct,Expired,148627.26,144104.17,True,22287.32,Open,22851.99,8798.62,135612.87
EVT00000874,2022,2022-04-27,POL00042,SME,SME Package,West,Broker,Active,16849.09,12786.77,False,0,,4129.73,1787.64,15088.57
EVT00000875,2022,2022-12-23,POL00011,Motor,Private Motor,North,Broker,Active,190382.43,175244.23,False,0,,41074.78,10809.58,183690.91
EVT00000876,2022,2022-05-02,POL00065,Travel,Travel,West,Broker,Active,33014.42,29842.17,False,0,,5134.95,3123.37,32608.68
EVT00000877,2022,2022-05-08,POL00119,Motor,Private Motor,Central,Agent,Active,166464.85,161817.79,False,0,,36691.28,29767.58,141867.14
EVT00000878,2022,2022-07-23,POL00030,Motor,Private Motor,North,Broker,Active,67910.35,56265.86,False,0,,21536.23,12206.99,59045.16
EVT00000879,2022,2022-06-04,POL00246,Motor,Private Motor,North,Agent,Active,123252.99,107690.12,False,0,,19361.5,20825.21,108837.7
EVT00000880,2022,2022-11-15,POL00188,SME,SME Package,East,Broker,Active,64717.47,59827.61,False,0,,4284.25,10811.4,61858.59
EVT00000881,2022,2022-03-14,POL00249,Property,Commercial Property,North,Broker,Expired,186382.17,164062.67,False,0,,40237.99,12293.25,178691.41
EVT00000882,2022,2022-11-09,POL00019,Health,Retail Health,West,Bancassurance,Cancelled,12513.41,12001.38,True,14484.88,Settled,3730.92,763.12,11160.26
EVT00000883,2022,2022-01-14,POL00197,Travel,Travel,North,Bancassurance,Active,17416.1,13957.83,True,15220.82,Open,4321.3,941.68,16796.95
EVT00000884,2022,2022-01-30,POL00312,Property,Commercial Property,East,Broker,Expired,80280.21,76853.04,False,0,,14311.13,11624.53,77094.06
EVT00000885,2022,2022-07-15,POL00056,SME,SME Package,West,Direct,Expired,206850.93,179107.18,False,0,,45608.75,24296.44,180866.8
EVT00000886,2022,2022-01-20,POL00240,Health,Retail Health,South,Agent,Active,152710.93,125008.89,False,0,,42973.12,13508.39,142885.87
EVT00000887,2022,2022-05-16,POL00316,Property,Commercial Property,East,Direct,Active,173874.37,165626.62,False,0,,15177.83,21542.57,156164.99
EVT00000888,2022,2022-02-10,POL00092,Travel,Travel,West,Agent,Active,106885.17,105973.59,False,0,,32418.02,8371.2,91791.67
EVT00000889,2022,2022-03-31,POL00142,SME,SME Package,Central,Direct,Cancelled,101373.18,82568.63,False,0,,12961.8,11591.09,89625.33
EVT00000890,2022,2022-02-01,POL00076,SME,SME Package,North,Broker,Active,16162.38,14887.34,False,0,,3619.84,896.27,15477.15
EVT00000891,2022,2022-08-16,POL00366,Property,Commercial Property,East,Agent,Active,189787.95,159105.65,False,0,,43684.19,18118.08,163525.45
EVT00000892,2022,2022-01-13,POL00058,SME,SME Package,North,Broker,Active,128917.57,123410.79,False,0,,9207.03,13593.3,115054.12
EVT00000893,2022,2022-05-29,POL00168,SME,SME Package,East,Direct,Cancelled,198247.15,167256.94,False,0,,27401.51,10715.35,179462.3
EVT00000894,2022,2022-04-21,POL00077,SME,SME Package,North,Agent,Active,179303.25,157374.29,False,0,,36300.78,22519.28,161661.23
EVT00000895,2022,2022-08-03,POL00194,SME,SME Package,North,Broker,Active,219538.02,168958.93,True,369880.58,Closed,48215.1,39454.43,207364.34
EVT00000896,2022,2022-06-18,POL00276,Motor,Private Motor,Central,Agent,Active,147749.92,130032.34,False,0,,16031.91,18436.48,145779.0
EVT00000897,2022,2022-10-14,POL00125,Property,Commercial Property,South,Bancassurance,Active,214148.13,197716.18,False,0,,72228.43,22119.44,184585.73
EVT00000898,2022,2022-07-28,POL00259,Motor,Private Motor,East,Bancassurance,Active,103181.22,88190.28,False,0,,30751.63,6839.53,96024.82
